HoleID,From_m,To_m,Zn_pct,Pb_pct,Ag_ppm,BD_tonnes_m3,LowRecovery_<=85pct
BX21-031,62.00,63.50,0.285,0.010,0.5,2.640,N
BX21-031,63.50,65.00,0.305,0.124,2.3,2.651,N
BX21-031,65.00,66.00,0.020,0.010,4.3,2.643,N
BX21-031,66.00,67.50,0.226,0.010,0.5,2.655,N
BX21-031,67.50,69.50,0.303,0.117,1.2,2.601,N
BX21-031,69.50,70.50,0.155,0.010,0.5,2.666,N
BX21-031,70.50,72.50,0.500,0.167,1.3,2.639,N
BX21-031,72.50,74.00,0.459,0.231,3.1,2.634,N
BX21-031,74.00,75.00,0.435,0.131,1.7,2.633,N
BX21-031,75.00,76.00,0.174,0.134,2.8,2.611,N
BX21-031,76.00,77.00,0.097,0.010,0.5,2.641,N
BX21-031,77.00,79.00,0.646,0.418,6.9,2.634,N
BX21-031,79.00,80.50,0.032,0.010,2.0,2.605,N
BX21-031,80.50,81.50,0.151,0.010,0.7,2.655,Y
BX21-031,81.50,82.50,0.245,0.066,2.6,2.604,N
BX21-031,82.50,84.50,0.020,0.131,0.5,2.580,N
BX21-031,84.50,85.50,0.338,0.125,0.5,2.654,N
BX21-031,85.50,87.00,0.020,0.168,3.3,2.620,N
BX21-031,87.00,88.00,0.245,0.283,3.7,2.703,N
BX21-031,88.00,90.00,0.020,0.010,1.5,2.625,N
BX21-031,90.00,91.00,0.020,0.010,0.5,2.691,N
BX21-031,91.00,92.00,0.020,0.146,1.7,2.665,N
BX21-031,92.00,93.50,0.434,0.129,0.5,2.694,N
BX21-031,93.50,94.50,0.876,0.212,5.2,2.655,N
BX21-031,94.50,96.50,0.020,0.035,1.6,2.667,N
BX21-031,96.50,97.50,0.020,0.063,3.8,2.582,N
BX21-031,97.50,98.50,0.180,0.195,2.8,2.600,N
BX21-031,98.50,100.50,0.458,0.318,2.8,2.618,N
BX21-031,100.50,101.50,0.328,0.238,1.1,2.605,N
BX21-031,101.50,102.50,0.020,0.010,0.5,2.566,N
BX21-031,102.50,104.00,0.020,0.093,0.5,2.651,N
BX21-031,104.00,105.00,0.320,0.069,2.3,2.638,N
BX21-031,105.00,107.00,0.502,0.061,4.5,2.700,N
BX21-031,107.00,108.50,0.214,0.142,2.8,2.576,N
BX21-031,108.50,109.50,0.585,0.270,4.1,2.648,N
BX21-031,109.50,111.50,0.343,0.050,2.6,2.700,N
BX21-031,111.50,112.50,0.020,0.116,0.5,2.625,N
BX21-031,112.50,113.50,0.020,0.102,2.5,2.667,N
BX21-031,113.50,114.50,0.150,0.244,0.5,2.603,N
BX21-031,114.50,116.50,0.370,0.151,4.4,2.627,N
BX21-031,116.50,118.50,0.020,0.010,0.5,2.630,N
BX21-031,118.50,119.50,0.452,0.218,2.9,2.650,N
BX21-031,119.50,120.50,0.890,0.233,5.1,2.659,N
BX21-031,120.50,121.50,0.020,0.170,0.5,2.591,N
BX21-031,121.50,123.50,0.327,0.059,4.7,2.645,N
BX21-031,123.50,125.50,0.070,0.010,2.1,2.600,N
BX21-031,125.50,127.00,0.662,0.113,3.1,2.648,N
BX21-031,127.00,128.50,0.020,0.075,0.7,2.566,N
BX21-031,128.50,130.00,0.277,0.082,0.5,2.684,N
BX21-031,130.00,131.50,0.020,0.010,4.6,2.628,N
BX21-031,131.50,132.50,0.219,0.010,0.7,2.620,N
BX21-031,132.50,134.50,0.533,0.177,5.9,2.616,N
BX21-031,134.50,136.00,0.123,0.010,1.7,2.624,N
BX21-031,136.00,138.00,0.108,0.010,0.8,2.668,N
BX21-031,138.00,139.50,0.020,0.010,0.5,2.652,N
BX21-031,139.50,140.50,0.172,0.010,0.5,2.640,N
BX21-031,140.50,142.50,0.020,0.010,0.5,2.610,N
BX21-031,142.50,143.50,0.020,0.010,1.8,2.637,N
BX21-031,143.50,144.50,0.020,0.010,0.5,2.617,N
BX21-031,144.50,146.50,0.834,0.322,4.0,2.652,N
BX21-031,146.50,148.50,0.020,0.010,0.5,2.649,N
BX21-031,148.50,149.50,0.020,0.115,0.5,2.605,N
BX21-031,149.50,150.50,0.020,0.087,1.6,2.550,N
BX21-031,150.50,152.00,0.020,0.013,0.5,2.638,N
BX21-031,152.00,154.00,0.020,0.010,0.5,2.597,N
BX21-031,154.00,155.50,0.020,0.010,0.5,2.605,N
BX21-031,155.50,156.50,0.225,0.039,2.1,2.662,N
BX21-031,156.50,158.00,0.020,0.083,3.4,2.624,N
BX21-031,158.00,159.00,0.020,0.141,2.0,2.683,N
BX21-031,159.00,161.00,0.020,0.010,0.5,2.659,N
BX21-031,161.00,162.50,0.020,0.010,0.5,2.587,N
BX21-031,162.50,163.50,0.032,0.010,0.9,2.651,N
BX21-031,163.50,165.00,0.044,0.010,0.5,2.627,N
BX21-031,165.00,166.50,0.052,0.010,0.5,2.637,N
BX21-031,166.50,168.00,0.020,0.010,0.5,2.639,Y
BX21-031,168.00,170.00,0.157,0.076,3.0,2.664,N
BX21-031,170.00,171.00,0.020,0.010,0.5,2.656,N
BX21-031,171.00,172.50,0.020,0.010,0.8,2.650,N
BX21-031,172.50,174.50,0.067,0.010,0.5,2.683,N
BX21-031,174.50,175.50,0.581,0.177,0.7,2.569,N
BX21-031,175.50,177.00,0.057,0.010,2.8,2.546,N
BX21-031,177.00,179.00,0.020,0.049,0.5,2.590,N
BX21-031,179.00,181.00,0.426,0.149,4.4,2.649,N
BX21-031,181.00,182.50,0.020,0.010,1.8,2.600,N
BX21-031,182.50,184.00,0.404,0.152,2.4,2.600,N
BX21-031,184.00,185.50,0.020,0.010,0.5,2.662,N
BX21-031,185.50,186.50,0.083,0.133,4.2,2.603,N
BX21-031,186.50,187.50,0.231,0.317,0.5,2.680,N
BX21-031,187.50,188.50,0.031,0.010,0.5,2.610,N
BX21-031,188.50,190.00,0.020,0.010,0.5,2.652,N
BX21-031,190.00,191.00,0.336,0.157,2.4,2.588,N
BX21-031,191.00,193.00,0.020,0.010,3.3,2.658,N
BX21-031,193.00,194.00,0.349,0.131,7.0,2.674,N
BX21-031,194.00,196.00,0.361,0.131,5.9,2.639,N
BX21-031,196.00,197.00,0.020,0.081,0.5,2.570,N
BX21-031,197.00,199.00,0.249,0.010,2.7,2.621,N
BX21-031,199.00,200.00,0.020,0.243,0.5,2.612,N
BX21-031,200.00,201.50,0.107,0.060,1.4,2.586,N
BX21-031,201.50,202.50,0.020,0.010,1.5,2.638,N
BX21-031,202.50,204.00,0.134,0.062,1.8,2.626,N
BX21-031,204.00,205.00,0.020,0.010,0.5,2.621,N
BX21-033,0.00,1.50,8.703,3.170,53.2,3.095,N
BX21-033,1.50,2.50,7.951,2.798,45.8,3.149,N
BX21-033,2.50,3.50,9.210,3.165,53.7,3.096,N
BX21-033,3.50,4.50,8.154,2.772,50.2,3.115,N
BX21-033,4.50,5.50,8.554,3.022,51.2,3.101,N
BX21-033,5.50,6.50,8.918,3.184,52.1,3.150,N
BX21-033,6.50,8.00,7.638,2.757,42.3,3.057,N
BX21-033,8.00,9.50,8.424,2.862,52.0,3.130,N
BX21-033,9.50,10.50,8.140,2.858,47.8,3.038,N
BX21-033,10.50,11.50,8.329,2.869,49.9,3.091,N
BX21-033,11.50,12.50,8.706,2.982,53.1,3.097,N
BX21-033,12.50,14.00,9.344,3.269,57.3,3.069,N
BX21-033,14.00,15.00,8.921,3.003,53.0,3.137,N
BX21-033,15.00,16.00,8.669,3.004,55.7,3.091,N
BX21-033,16.00,17.00,9.033,3.208,58.0,3.088,N
BX21-033,17.00,18.00,8.251,2.795,50.1,3.090,N
BX21-033,18.00,19.50,8.556,2.767,51.6,3.083,N
BX21-033,19.50,20.50,8.546,2.959,48.9,3.118,N
BX21-033,20.50,22.00,9.005,3.139,55.6,3.124,N
BX21-033,22.00,23.00,8.584,2.980,49.6,3.086,N
BX21-033,23.00,24.00,9.050,3.240,51.2,3.094,N
BX21-033,24.00,25.00,8.495,3.009,51.5,3.076,N
BX21-033,25.00,26.50,8.309,2.875,50.2,3.125,N
BX21-033,26.50,28.50,8.828,3.058,51.6,3.042,N
BX21-033,28.50,30.50,8.181,2.871,47.5,3.074,N
BX21-033,30.50,32.50,8.812,2.882,54.5,3.108,N
BX21-033,32.50,34.00,8.523,2.896,50.6,3.089,N
BX21-033,34.00,35.50,8.700,2.986,52.4,3.117,N
BX21-033,35.50,36.50,8.116,2.762,45.8,3.098,N
BX21-033,36.50,37.50,8.153,2.772,47.3,3.086,N
BX21-033,37.50,38.50,9.074,3.086,53.6,3.073,N
BX21-033,38.50,40.50,7.728,2.571,47.6,3.088,N
BX21-033,40.50,41.50,7.986,2.676,50.2,3.134,N
BX21-033,41.50,42.50,8.436,3.015,48.7,3.154,N
BX21-033,42.50,44.50,8.840,2.981,52.1,3.107,N
BX21-033,44.50,46.00,8.722,3.160,52.0,3.113,N
BX21-033,46.00,48.00,7.887,2.768,47.0,3.078,N
BX21-033,48.00,49.00,8.099,2.885,48.8,3.117,N
BX21-033,49.00,51.00,9.099,3.288,54.2,3.075,N
BX21-033,51.00,53.00,8.334,2.869,51.4,3.106,N
BX21-033,53.00,54.50,8.123,2.896,49.3,3.038,N
BX21-033,54.50,55.50,8.175,2.837,50.3,3.098,N
BX21-033,55.50,56.50,8.744,3.029,54.7,3.104,N
BX21-033,56.50,57.50,8.748,3.137,52.5,3.115,N
BX21-033,57.50,59.50,8.233,2.952,46.9,3.112,Y
BX21-033,59.50,60.50,8.462,2.732,52.8,3.107,N
BX21-033,60.50,61.50,8.157,2.716,46.5,3.092,N
BX21-033,61.50,62.50,8.276,2.838,50.5,3.120,N
BX21-033,62.50,63.50,7.991,2.867,49.6,3.097,N
BX21-033,63.50,65.50,7.930,2.971,44.4,3.091,Y
BX21-033,65.50,67.00,8.560,2.973,49.9,3.163,N
BX21-033,67.00,68.50,8.007,2.964,47.4,3.065,N
BX21-033,68.50,70.50,7.491,2.581,45.5,3.020,N
BX21-033,70.50,72.50,8.675,2.990,49.6,3.072,N
BX21-033,72.50,73.50,8.402,2.920,48.6,3.126,N
BX21-033,73.50,74.50,7.969,2.672,48.3,3.108,N
BX21-033,74.50,76.50,8.827,3.347,53.5,3.099,N
BX21-033,76.50,78.00,8.021,2.743,49.4,3.133,N
BX21-033,78.00,79.00,7.477,2.524,44.7,3.091,N
BX21-033,79.00,80.00,8.407,2.939,51.5,3.092,N
BX21-033,80.00,82.00,8.763,3.025,53.7,3.066,N
BX21-033,82.00,84.00,8.348,2.698,50.3,3.102,N
BX21-033,84.00,85.00,8.844,3.095,52.0,3.140,N
BX21-033,85.00,86.00,8.819,2.975,50.1,3.137,N
BX21-033,86.00,87.00,8.207,3.001,49.6,3.087,N
BX21-033,87.00,88.00,7.617,2.768,47.7,3.057,N
BX21-033,88.00,90.00,8.650,2.811,51.6,3.086,N
BX21-033,90.00,91.50,8.782,2.951,51.6,3.047,N
BX21-033,91.50,92.50,8.623,2.830,48.3,3.111,N
BX21-033,92.50,94.00,7.916,2.773,48.5,3.091,N
BX21-033,94.00,95.50,8.334,2.902,47.6,3.090,N
BX21-033,95.50,96.50,7.040,2.451,42.9,3.041,N
BX21-033,96.50,97.50,8.297,2.989,47.9,3.053,N
BX21-033,97.50,98.50,8.133,3.043,50.5,3.112,N
BX21-033,98.50,99.50,7.744,2.801,46.8,3.056,N
BX21-033,99.50,100.50,8.730,2.987,50.2,3.091,N
BX21-033,100.50,102.00,8.090,2.917,48.7,3.113,N
BX21-033,102.00,103.50,7.673,2.585,46.4,3.051,N
BX21-033,103.50,104.50,7.748,2.627,47.6,3.088,N
BX21-033,104.50,106.50,8.202,3.018,48.9,3.116,N
BX21-033,106.50,107.50,7.757,2.784,47.5,3.034,N
BX21-033,107.50,108.50,8.186,2.926,51.2,3.048,N
BX21-033,108.50,109.50,7.765,2.704,47.5,3.079,N
BX21-033,109.50,111.50,7.654,2.968,46.4,3.138,N
BX21-033,111.50,113.50,7.978,2.739,49.4,3.108,N
BX21-033,113.50,115.00,8.867,3.211,49.9,3.074,N
BX21-033,115.00,117.00,8.667,3.051,51.2,3.153,N
BX21-033,117.00,118.00,8.183,2.880,51.8,3.088,N
BX21-033,118.00,119.00,8.089,2.828,48.2,3.088,N
BX21-033,119.00,120.50,7.496,2.571,45.0,3.095,N
BX21-033,120.50,121.50,7.971,2.727,47.7,3.132,N
BX21-033,121.50,123.00,7.499,2.565,44.9,3.037,N
BX21-033,123.00,124.50,8.315,3.054,53.1,3.127,N
BX21-033,124.50,126.50,8.025,2.655,45.6,3.080,N
BX21-033,126.50,128.00,8.095,2.824,48.0,3.161,N
BX21-033,128.00,129.50,7.874,2.859,46.8,3.128,N
BX21-033,129.50,131.50,8.050,2.644,48.0,3.117,N
BX21-033,131.50,132.50,8.050,2.774,49.5,3.094,N
BX21-033,132.50,134.50,8.269,2.994,48.9,3.094,N
BX21-033,134.50,135.50,8.323,2.976,47.5,3.140,N
BX21-033,135.50,137.00,7.568,2.607,44.3,3.040,N
BX21-033,137.00,139.00,7.801,2.656,44.2,3.070,N
BX21-033,139.00,140.00,8.094,2.804,49.0,3.047,N
BX21-033,140.00,142.00,7.782,2.758,46.5,3.094,N
BX21-033,142.00,144.00,7.857,2.713,46.2,3.084,N
BX21-033,144.00,145.00,7.458,2.831,43.0,3.095,N
BX21-033,145.00,146.00,7.684,2.416,44.3,3.090,N
BX21-033,146.00,147.00,7.689,2.740,47.2,3.138,N
BX21-033,147.00,149.00,7.579,2.503,45.5,3.050,N
BX21-033,149.00,150.50,7.771,2.827,44.7,3.071,N
BX21-033,150.50,152.50,7.679,2.684,49.3,3.064,N
BX21-033,152.50,153.50,8.327,2.683,52.5,3.092,N
BX21-033,153.50,154.50,7.828,2.738,50.0,3.026,N
BX21-033,154.50,156.00,7.792,2.581,46.1,3.074,N
BX21-033,156.00,157.00,6.843,2.294,44.2,3.013,N
BX21-033,157.00,159.00,8.621,3.046,49.7,3.115,N
BX21-033,159.00,161.00,7.939,2.743,43.6,3.118,N
BX21-033,161.00,162.00,7.834,2.784,45.6,3.075,N
BX21-033,162.00,163.50,7.836,2.923,47.8,3.074,N
BX21-033,163.50,164.50,7.282,2.450,49.6,2.995,N
BX21-033,164.50,165.50,7.962,2.804,47.3,3.125,N
BX21-033,165.50,166.50,7.769,2.892,46.4,3.081,N
BX21-033,166.50,168.50,7.911,2.740,48.2,3.097,N
BX21-033,168.50,169.50,7.497,2.597,42.9,3.055,N
BX21-033,169.50,170.50,8.041,2.768,52.3,3.094,N
BX21-033,170.50,171.50,7.815,2.678,46.8,3.041,N
BX21-033,171.50,173.50,7.691,2.881,46.2,3.076,N
BX21-033,173.50,174.50,7.434,2.642,48.5,3.071,N
BX21-033,174.50,175.50,7.904,2.756,43.9,3.068,N
BX21-033,175.50,176.50,7.526,2.767,45.2,3.051,N
BX21-033,176.50,177.50,7.454,2.477,44.1,3.047,N
BX21-033,177.50,178.50,7.199,2.414,40.3,3.052,N
BX21-033,178.50,180.50,7.662,2.665,51.0,3.133,N
BX21-033,180.50,182.00,8.182,2.877,50.0,3.071,N
BX21-033,182.00,183.00,7.742,2.757,48.7,3.108,N
BX21-033,183.00,184.00,7.457,2.665,43.6,3.135,N
BX21-033,184.00,185.00,7.590,2.718,45.0,3.058,N
BX21-033,185.00,186.00,7.848,2.781,44.7,3.125,N
BX21-033,186.00,187.00,7.172,2.718,45.4,3.070,N
BX21-033,187.00,188.00,7.470,2.624,48.4,3.057,N
BX21-034,0.00,1.00,5.665,1.944,32.8,2.962,N
BX21-034,1.00,2.00,6.174,2.127,37.6,3.017,N
BX21-034,2.00,3.50,6.173,2.107,36.5,3.060,N
BX21-034,3.50,5.00,6.779,2.461,38.9,3.068,N
BX21-034,5.00,6.00,6.028,2.156,35.2,3.038,N
BX21-034,6.00,7.50,6.686,2.412,42.2,2.965,N
BX21-034,7.50,8.50,6.277,1.998,38.7,2.986,N
BX21-034,8.50,9.50,6.721,2.487,39.2,3.026,N
BX21-034,9.50,10.50,6.490,2.161,37.5,3.026,Y
BX21-034,10.50,11.50,7.117,2.452,42.4,3.060,N
BX21-034,11.50,13.50,6.918,2.471,43.8,3.024,N
BX21-034,13.50,15.50,6.625,2.185,42.3,3.049,N
BX21-034,15.50,17.00,6.968,2.434,45.0,3.035,N
BX21-034,17.00,19.00,6.604,2.048,39.9,3.010,N
BX21-034,19.00,21.00,6.901,2.457,41.6,3.033,N
BX21-034,21.00,22.00,6.244,2.225,35.8,2.978,N
BX21-034,22.00,24.00,6.994,2.381,41.3,2.996,N
BX21-034,24.00,25.00,6.718,2.582,39.1,3.049,N
BX21-034,25.00,26.00,7.382,2.602,45.4,3.126,N
BX21-034,26.00,28.00,6.162,2.208,34.3,3.021,N
BX21-034,28.00,29.00,6.767,2.448,40.4,3.049,N
BX21-034,29.00,30.00,6.478,2.556,35.3,3.019,N
BX21-034,30.00,31.50,6.669,2.364,42.5,2.971,N
BX21-034,31.50,33.50,6.597,2.434,37.7,2.947,Y
BX21-034,33.50,34.50,6.378,2.189,40.4,2.994,N
BX21-034,34.50,36.00,6.891,2.331,36.7,3.056,N
BX21-034,36.00,37.00,6.870,2.531,43.8,3.022,N
BX21-034,37.00,38.00,6.270,2.197,38.2,3.054,N
BX21-034,38.00,39.00,6.323,2.316,36.4,2.964,N
BX21-034,39.00,40.00,6.723,2.352,38.0,3.017,N
BX21-034,40.00,41.50,6.862,2.532,41.9,3.073,N
BX21-034,41.50,42.50,7.490,2.560,44.6,3.065,N
BX21-034,42.50,43.50,6.498,2.154,35.4,2.950,N
BX21-034,43.50,45.50,6.326,2.319,37.4,3.024,N
BX21-034,45.50,47.50,7.131,2.464,44.2,3.039,N
BX21-034,47.50,48.50,6.720,2.398,39.1,3.063,N
BX21-034,48.50,49.50,6.473,2.366,38.3,3.020,N
BX21-034,49.50,50.50,6.276,2.179,39.4,3.020,N
BX21-034,50.50,51.50,6.859,2.475,37.8,2.997,N
BX21-034,51.50,52.50,6.776,2.252,41.3,3.032,N
BX21-034,52.50,53.50,6.713,2.421,40.1,3.028,N
BX21-034,53.50,55.00,6.911,2.356,39.1,3.009,N
BX21-034,55.00,57.00,6.719,2.310,38.7,3.061,N
BX21-034,57.00,59.00,6.368,2.233,40.0,3.001,N
BX21-034,59.00,61.00,7.156,2.569,45.2,3.061,N
BX21-034,61.00,63.00,7.285,2.673,46.4,3.027,N
BX21-034,63.00,64.00,7.254,2.507,41.6,3.037,N
BX21-034,64.00,66.00,7.039,2.389,42.4,3.043,N
BX21-034,66.00,67.00,6.675,2.458,37.0,3.027,N
BX21-034,67.00,68.50,6.696,2.317,44.2,3.034,N
BX21-034,68.50,69.50,7.320,2.602,46.9,3.068,N
BX21-034,69.50,70.50,6.968,2.439,45.0,2.992,N
BX21-034,70.50,72.00,6.997,2.426,40.1,3.037,N
BX21-034,72.00,73.00,6.527,2.260,39.1,3.010,N
BX21-034,73.00,74.00,7.144,2.537,40.1,3.074,N
BX21-034,74.00,75.00,7.075,2.395,41.6,3.062,N
BX21-034,75.00,77.00,7.101,2.470,44.6,3.062,N
BX21-034,77.00,78.00,7.658,2.599,42.5,3.051,N
BX21-034,78.00,79.00,6.540,2.338,38.0,3.013,N
BX21-034,79.00,80.00,7.134,2.278,40.4,3.029,N
BX21-034,80.00,81.50,6.797,2.338,41.2,3.044,N
BX21-034,81.50,82.50,7.430,2.496,45.7,3.036,N
BX21-034,82.50,83.50,7.293,2.543,42.1,3.082,N
BX21-034,83.50,85.00,6.367,2.350,40.1,2.947,N
BX21-034,85.00,86.50,7.278,2.438,42.1,3.062,N
BX21-034,86.50,88.00,7.280,2.710,42.8,3.013,N
BX21-034,88.00,90.00,7.401,2.701,45.7,3.093,N
BX21-034,90.00,91.00,7.403,2.696,46.0,3.048,N
BX21-034,91.00,93.00,8.054,2.850,46.5,3.077,N
BX21-034,93.00,94.50,7.504,2.737,42.4,3.049,N
BX21-034,94.50,95.50,7.137,2.475,43.3,3.021,N
BX21-034,95.50,96.50,7.303,2.527,45.9,3.090,N
BX21-034,96.50,97.50,7.175,2.737,41.8,3.011,N
BX21-034,97.50,99.50,6.688,2.349,39.7,3.012,N
BX21-034,99.50,100.50,7.411,2.390,44.9,3.033,N
BX21-034,100.50,102.50,7.333,2.486,41.1,3.096,N
BX21-034,102.50,103.50,7.267,2.516,40.6,3.077,N
BX21-034,103.50,104.50,7.715,2.694,47.6,3.127,N
BX21-034,104.50,105.50,6.798,2.357,37.8,3.012,N
BX21-034,105.50,107.50,7.271,2.639,45.0,3.076,N
BX21-034,107.50,108.50,6.926,2.556,40.8,3.049,N
BX21-034,108.50,110.00,6.809,2.454,40.0,3.050,N
BX21-034,110.00,111.00,7.469,2.559,45.3,3.072,N
BX21-034,111.00,112.50,7.370,2.641,45.0,3.084,N
BX21-034,112.50,113.50,7.511,2.592,42.5,3.083,Y
BX21-034,113.50,115.50,7.726,2.686,47.1,3.080,N
BX21-034,115.50,116.50,6.222,2.189,35.3,3.008,N
BX21-034,116.50,118.00,7.149,2.444,43.1,3.054,N
BX21-034,118.00,119.00,7.344,2.743,44.1,3.111,N
BX21-034,119.00,120.50,7.163,2.575,44.5,3.024,N
BX21-034,120.50,121.50,7.825,2.584,45.1,3.060,N
BX21-034,121.50,122.50,7.655,2.788,47.8,3.060,N
BX21-034,122.50,124.00,7.204,2.502,46.3,2.974,N
BX21-034,124.00,125.00,7.279,2.471,38.5,3.049,N
BX21-035,0.00,1.00,1.120,0.367,4.2,2.688,N
BX21-035,1.00,2.50,2.271,0.741,16.6,2.774,N
BX21-035,2.50,4.00,0.988,0.286,6.7,2.701,N
BX21-035,4.00,5.50,1.684,0.750,9.3,2.751,N
BX21-035,5.50,6.50,1.323,0.423,4.6,2.730,N
BX21-035,6.50,8.00,1.431,0.520,7.4,2.698,Y
BX21-035,8.00,9.50,1.668,0.605,11.5,2.787,N
BX21-035,9.50,11.00,1.912,0.601,10.1,2.737,N
BX21-035,11.00,12.00,1.510,0.522,8.4,2.714,N
BX21-035,12.00,13.00,1.960,0.750,11.0,2.768,N
BX21-035,13.00,14.50,1.033,0.307,5.1,2.730,N
BX21-035,14.50,16.00,2.046,0.738,11.6,2.736,Y
BX21-035,16.00,17.50,1.733,0.560,8.9,2.722,N
BX21-035,17.50,19.00,1.463,0.440,5.9,2.689,N
BX21-035,19.00,20.00,2.440,0.702,16.5,2.751,N
BX21-035,20.00,21.50,1.610,0.621,12.9,2.695,N
BX21-035,21.50,23.00,1.499,0.543,8.7,2.677,N
BX21-035,23.00,25.00,2.198,0.800,11.8,2.750,Y
BX21-035,25.00,26.00,2.355,0.776,12.8,2.803,N
BX21-035,26.00,27.00,1.631,0.680,12.6,2.761,N
BX21-035,27.00,29.00,1.957,0.732,13.0,2.722,N
BX21-035,29.00,31.00,2.290,0.671,12.9,2.823,N
BX21-035,31.00,32.00,1.851,0.621,11.2,2.706,N
BX21-035,32.00,34.00,2.698,1.009,12.5,2.779,N
BX21-035,34.00,36.00,2.249,0.896,11.2,2.776,N
BX21-035,36.00,38.00,2.507,0.888,15.3,2.797,N
BX21-035,38.00,39.00,2.399,0.607,13.4,2.802,N
BX21-035,39.00,40.00,2.192,0.692,12.2,2.767,N
BX21-035,40.00,41.00,2.004,0.688,13.4,2.751,N
BX21-035,41.00,43.00,2.648,0.907,16.8,2.749,N
BX21-035,43.00,44.50,2.282,0.760,14.8,2.745,N
BX21-035,44.50,45.50,3.118,1.049,15.2,2.749,N
BX21-035,45.50,47.50,2.300,0.642,12.8,2.760,N
BX21-035,47.50,49.50,3.114,0.993,19.0,2.854,N
BX21-035,49.50,50.50,2.092,0.566,12.5,2.751,N
BX21-035,50.50,51.50,2.798,0.975,16.1,2.776,N
BX21-035,51.50,52.50,2.475,0.872,15.7,2.760,N
BX21-035,52.50,54.50,2.978,1.111,18.3,2.785,N
BX21-035,54.50,56.50,2.633,0.991,17.7,2.778,N
BX21-035,56.50,57.50,2.351,0.770,14.7,2.772,N
BX21-035,57.50,59.50,2.828,0.973,14.8,2.801,N
BX21-035,59.50,60.50,3.072,1.013,19.3,2.755,Y
BX21-035,60.50,61.50,2.891,1.072,16.7,2.841,N
BX21-035,61.50,63.00,2.553,0.694,18.2,2.749,N
BX21-035,63.00,64.00,2.651,1.063,13.8,2.792,N
BX21-035,64.00,66.00,2.543,0.864,13.9,2.741,N
BX21-035,66.00,67.00,3.274,1.152,16.4,2.828,N
BX21-035,67.00,68.50,3.783,1.391,23.8,2.890,N
BX21-035,68.50,69.50,2.725,0.818,17.4,2.791,N
BX21-035,69.50,71.00,2.752,0.868,17.6,2.791,N
BX21-035,71.00,73.00,3.396,1.211,19.4,2.846,N
BX21-035,73.00,74.50,3.469,1.377,19.4,2.890,N
BX21-035,74.50,75.50,3.638,1.146,19.5,2.822,N
BX21-035,75.50,76.50,2.973,0.947,15.9,2.847,N
BX21-035,76.50,78.50,2.853,1.016,19.6,2.782,N
BX21-035,78.50,79.50,3.592,1.157,19.9,2.852,N
BX21-035,79.50,81.00,3.334,1.047,21.2,2.848,N
BX21-035,81.00,82.00,3.666,1.396,20.7,2.879,N
BX21-035,82.00,83.50,3.519,1.236,21.8,2.885,N
BX21-035,83.50,84.50,3.688,1.424,24.5,2.852,N
BX21-035,84.50,86.50,3.529,1.200,23.0,2.875,Y
BX21-035,86.50,88.50,3.507,1.176,23.1,2.848,N
BX21-035,88.50,89.50,3.456,1.069,22.0,2.811,N
BX21-035,89.50,91.50,3.327,1.024,17.2,2.847,N
BX21-035,91.50,92.50,3.446,1.080,18.4,2.836,N
BX21-035,92.50,94.50,3.577,1.059,19.4,2.864,N
BX21-035,94.50,95.50,3.496,1.316,22.4,2.856,N
BX21-035,95.50,96.50,3.483,1.182,20.6,2.824,N
BX21-035,96.50,97.50,3.661,1.239,23.6,2.844,N
BX21-035,97.50,99.00,4.021,1.321,23.7,2.883,N
BX21-035,99.00,100.00,3.771,1.340,22.9,2.809,N
BX21-035,100.00,101.00,3.932,1.524,23.1,2.905,N
BX21-035,101.00,102.50,3.874,1.249,19.1,2.838,N
BX21-035,102.50,103.50,3.921,1.251,20.3,2.896,N
BX21-035,103.50,105.00,3.749,1.247,22.5,2.852,N
BX21-035,105.00,106.50,3.924,1.325,23.2,2.813,N
BX21-035,106.50,107.50,4.620,1.563,28.1,2.876,N
BX21-035,107.50,108.50,4.658,1.865,27.0,2.941,N
BX21-035,108.50,109.50,4.104,1.477,25.1,2.840,N
BX21-035,109.50,110.50,4.618,1.497,29.6,2.871,N
BX21-035,110.50,112.50,3.691,1.432,18.7,2.890,N
BX21-035,112.50,114.00,5.306,1.830,29.7,2.908,N
BX21-035,114.00,116.00,4.177,1.385,27.3,2.930,N
BX21-035,116.00,117.00,4.474,1.572,28.4,2.919,N
BX21-035,117.00,118.00,3.401,1.419,17.7,2.860,N
BX21-035,118.00,120.00,4.393,1.418,27.7,2.865,N
BX21-035,120.00,121.00,4.258,1.398,25.3,2.842,N
BX21-035,121.00,122.50,3.927,1.439,22.4,2.827,N
BX21-035,122.50,124.50,4.056,1.431,25.2,2.894,N
BX21-035,124.50,125.50,4.563,1.514,23.1,2.927,N
BX21-035,125.50,126.50,3.715,1.311,22.6,2.877,N
BX21-035,126.50,127.50,4.467,1.550,27.2,2.924,N
BX21-035,127.50,129.50,4.471,1.571,26.7,2.881,N
BX21-035,129.50,130.50,4.398,1.545,24.8,2.841,N
BX21-035,130.50,132.00,4.912,1.602,28.2,2.931,N
BX21-035,132.00,133.00,4.389,1.630,24.6,2.930,N
BX21-035,133.00,134.50,4.102,1.361,21.1,2.893,N
BX21-035,134.50,136.00,3.867,1.495,21.2,2.838,N
BX21-035,136.00,137.00,5.250,1.733,29.4,2.965,N
BX21-035,137.00,138.00,4.042,1.500,29.1,2.876,N
