X,Y,Z,DX,DY,DZ,ROCKTYPE,WEATHERING,CLASS,ZN_PCT,AG_GPT,DENSITY,PERIOD
10340.0,20100.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.297,1.78,2.638,
10340.0,20100.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20100.0,420.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.020,0.12,2.621,
10340.0,20100.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.311,1.87,2.639,
10340.0,20100.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.437,2.62,2.646,
10340.0,20120.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.638,21.83,2.838,1
10340.0,20120.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,4.637,27.82,2.898,1
10340.0,20120.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.888,23.33,2.853,1
10340.0,20120.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.978,23.87,2.859,1
10340.0,20120.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.854,23.12,2.851,1
10340.0,20120.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.529,21.18,2.832,1
10340.0,20120.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.483,20.90,2.829,1
10340.0,20120.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.154,18.92,2.809,1
10340.0,20120.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.712,16.27,2.783,1
10340.0,20120.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.512,15.07,2.771,1
10340.0,20120.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.912,17.47,2.795,1
10340.0,20120.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.498,8.99,2.710,1
10340.0,20120.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.546,9.27,2.713,1
10340.0,20120.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.046,12.28,2.743,1
10340.0,20120.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.572,9.43,2.714,1
10340.0,20120.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.511,9.07,2.711,1
10340.0,20120.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.012,6.07,2.681,
10340.0,20120.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.135,6.81,2.688,
10340.0,20120.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.111,6.67,2.687,
10340.0,20120.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.705,4.23,2.662,
10340.0,20120.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.952,5.71,2.677,
10340.0,20120.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.272,1.63,2.636,
10340.0,20120.0,340.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.020,0.12,2.621,
10340.0,20120.0,350.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.020,0.12,2.621,
10340.0,20120.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.203,1.22,2.632,
10340.0,20120.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.281,1.68,2.637,
10340.0,20120.0,380.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20120.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.218,1.31,2.633,
10340.0,20120.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.481,2.88,2.649,
10340.0,20120.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.218,1.31,2.633,
10340.0,20120.0,420.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.372,2.23,2.642,
10340.0,20120.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.020,0.12,2.621,
10340.0,20120.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.020,0.12,2.621,
10340.0,20140.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.415,32.49,2.945,1
10340.0,20140.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.216,31.30,2.933,1
10340.0,20140.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,4.386,26.32,2.883,1
10340.0,20140.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,4.305,25.83,2.878,1
10340.0,20140.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,4.673,28.04,2.900,1
10340.0,20140.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.939,23.63,2.856,1
10340.0,20140.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.870,23.22,2.852,1
10340.0,20140.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.633,21.80,2.838,1
10340.0,20140.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.581,21.49,2.835,1
10340.0,20140.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.184,19.11,2.811,1
10340.0,20140.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.408,14.45,2.764,1
10340.0,20140.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.437,14.62,2.766,1
10340.0,20140.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.663,9.98,2.720,1
10340.0,20140.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.811,10.87,2.729,1
10340.0,20140.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.302,7.81,2.698,1
10340.0,20140.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.688,10.13,2.721,1
10340.0,20140.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.076,6.46,2.685,
10340.0,20140.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.825,4.95,2.670,
10340.0,20140.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.731,4.39,2.664,
10340.0,20140.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.140,6.84,2.688,
10340.0,20140.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.223,1.34,2.633,
10340.0,20140.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.696,4.17,2.662,
10340.0,20140.0,340.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.273,1.64,2.636,
10340.0,20140.0,350.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,1.005,6.03,2.680,
10340.0,20140.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.033,0.20,2.622,
10340.0,20140.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.020,0.12,2.621,
10340.0,20140.0,380.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.053,0.32,2.623,
10340.0,20140.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.262,1.57,2.636,
10340.0,20140.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20140.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.274,1.64,2.636,
10340.0,20140.0,420.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.020,0.12,2.621,
10340.0,20140.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.083,0.50,2.625,
10340.0,20140.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.189,1.13,2.631,
10340.0,20160.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,6.606,39.63,3.016,1
10340.0,20160.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.401,32.41,2.944,1
10340.0,20160.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.426,32.55,2.946,1
10340.0,20160.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.088,30.53,2.925,1
10340.0,20160.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.169,31.01,2.930,1
10340.0,20160.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,4.693,28.16,2.902,1
10340.0,20160.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.870,23.22,2.852,1
10340.0,20160.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,4.504,27.02,2.890,1
10340.0,20160.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,4.000,24.00,2.860,1
10340.0,20160.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.444,20.66,2.827,1
10340.0,20160.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.255,19.53,2.815,1
10340.0,20160.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.882,17.29,2.793,1
10340.0,20160.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.323,19.94,2.819,1
10340.0,20160.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.995,17.97,2.800,1
10340.0,20160.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.161,12.97,2.750,1
10340.0,20160.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.992,5.95,2.680,
10340.0,20160.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.714,10.28,2.723,1
10340.0,20160.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.968,11.81,2.738,1
10340.0,20160.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.890,5.34,2.673,
10340.0,20160.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.528,3.17,2.652,
10340.0,20160.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.284,7.70,2.697,1
10340.0,20160.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.553,3.32,2.653,
10340.0,20160.0,340.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.267,1.60,2.636,
10340.0,20160.0,350.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.711,4.26,2.663,
10340.0,20160.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.614,3.68,2.657,
10340.0,20160.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.166,0.99,2.630,
10340.0,20160.0,380.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.411,2.47,2.645,
10340.0,20160.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20160.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20160.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.461,2.77,2.648,
10340.0,20160.0,420.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.020,0.12,2.621,
10340.0,20160.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.020,0.12,2.621,
10340.0,20160.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.130,0.78,2.628,
10340.0,20180.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,7.021,42.13,3.041,1
10340.0,20180.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,6.342,38.05,3.001,1
10340.0,20180.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,6.575,39.45,3.014,1
10340.0,20180.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,6.079,36.48,2.985,1
10340.0,20180.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.693,34.16,2.962,1
10340.0,20180.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.900,35.40,2.974,1
10340.0,20180.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.372,32.23,2.942,1
10340.0,20180.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,4.622,27.73,2.897,1
10340.0,20180.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,4.605,27.63,2.896,1
10340.0,20180.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,4.565,27.39,2.894,1
10340.0,20180.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.522,21.13,2.831,1
10340.0,20180.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.658,21.95,2.839,1
10340.0,20180.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.661,15.97,2.780,1
10340.0,20180.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.949,17.69,2.797,1
10340.0,20180.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.010,12.06,2.741,1
10340.0,20180.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.928,11.57,2.736,1
10340.0,20180.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.824,10.95,2.729,1
10340.0,20180.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.370,8.22,2.702,1
10340.0,20180.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.109,6.65,2.687,
10340.0,20180.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.908,5.45,2.674,
10340.0,20180.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.774,4.64,2.666,
10340.0,20180.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.888,5.33,2.673,
10340.0,20180.0,340.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.649,3.89,2.659,
10340.0,20180.0,350.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.395,2.37,2.644,
10340.0,20180.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.637,3.82,2.658,
10340.0,20180.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.402,2.41,2.644,
10340.0,20180.0,380.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.405,2.43,2.644,
10340.0,20180.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20180.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.371,2.22,2.642,
10340.0,20180.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20180.0,420.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.545,3.27,2.653,
10340.0,20180.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.312,1.87,2.639,
10340.0,20180.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.020,0.12,2.621,
10340.0,20200.0,120.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,8.031,48.19,3.100,1
10340.0,20200.0,130.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,6.791,40.75,3.027,1
10340.0,20200.0,140.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,6.479,38.88,3.009,1
10340.0,20200.0,150.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,7.526,45.16,3.072,1
10340.0,20200.0,160.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,6.637,39.82,3.018,1
10340.0,20200.0,170.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,6.317,37.90,2.999,1
10340.0,20200.0,180.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.574,33.44,2.954,1
10340.0,20200.0,190.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.231,31.39,2.934,1
10340.0,20200.0,200.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,5.011,30.06,2.921,1
10340.0,20200.0,210.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.574,21.45,2.834,1
10340.0,20200.0,220.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.861,23.17,2.852,1
10340.0,20200.0,230.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.558,21.35,2.833,1
10340.0,20200.0,240.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,3.083,18.50,2.805,1
10340.0,20200.0,250.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.735,16.41,2.784,1
10340.0,20200.0,260.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.313,13.88,2.759,1
10340.0,20200.0,270.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.379,14.27,2.763,1
10340.0,20200.0,280.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,2.149,12.90,2.749,1
10340.0,20200.0,290.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.667,10.00,2.720,1
10340.0,20200.0,300.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.445,8.67,2.707,1
10340.0,20200.0,310.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,1.461,8.77,2.708,1
10340.0,20200.0,320.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.646,3.87,2.659,
10340.0,20200.0,330.0,20.0,20.0,10.0,SEDIMENT,FRESH,MEASURED,0.951,5.71,2.677,
10340.0,20200.0,340.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.381,2.28,2.643,
10340.0,20200.0,350.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.711,4.27,2.663,
10340.0,20200.0,360.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.842,5.05,2.670,
10340.0,20200.0,370.0,20.0,20.0,10.0,VOLCANIC,FRESH,MEASURED,0.134,0.81,2.628,
10340.0,20200.0,380.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.265,1.59,2.636,
10340.0,20200.0,390.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.132,0.79,2.628,
10340.0,20200.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20200.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20200.0,420.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.892,5.35,2.673,
10340.0,20200.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.345,2.07,2.641,
10340.0,20200.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.586,3.51,2.655,
10340.0,20220.0,120.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,8.320,49.92,3.100,1
10340.0,20220.0,130.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,7.658,45.95,3.080,1
10340.0,20220.0,140.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,8.086,48.51,3.100,1
10340.0,20220.0,150.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,7.220,43.32,3.053,1
10340.0,20220.0,160.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,7.034,42.21,3.042,1
10340.0,20220.0,170.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,6.724,40.34,3.023,1
10340.0,20220.0,180.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,5.768,34.61,2.966,1
10340.0,20220.0,190.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,5.304,31.82,2.938,1
10340.0,20220.0,200.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,5.483,32.90,2.949,1
10340.0,20220.0,210.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,4.484,26.90,2.889,1
10340.0,20220.0,220.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,4.200,25.20,2.872,1
10340.0,20220.0,230.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,3.726,22.36,2.844,1
10340.0,20220.0,240.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,2.748,16.49,2.785,1
10340.0,20220.0,250.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,3.121,18.73,2.807,1
10340.0,20220.0,260.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,2.696,16.18,2.782,1
10340.0,20220.0,270.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,2.087,12.52,2.745,1
10340.0,20220.0,280.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,2.508,15.05,2.770,1
10340.0,20220.0,290.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,1.497,8.98,2.710,1
10340.0,20220.0,300.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,1.705,10.23,2.722,1
10340.0,20220.0,310.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,1.034,6.20,2.682,
10340.0,20220.0,320.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,0.771,4.63,2.666,
10340.0,20220.0,330.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,0.875,5.25,2.673,
10340.0,20220.0,340.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,0.115,0.69,2.627,
10340.0,20220.0,350.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,0.047,0.28,2.623,
10340.0,20220.0,360.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,0.535,3.21,2.652,
10340.0,20220.0,370.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,0.234,1.40,2.634,
10340.0,20220.0,380.0,20.0,20.0,10.0,INTRUSIVE,TRANSITION,MEASURED,0.587,3.52,2.655,
10340.0,20220.0,390.0,20.0,20.0,10.0,INTRUSIVE,TRANSITION,MEASURED,0.075,0.45,2.624,
10340.0,20220.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.333,2.00,2.640,
10340.0,20220.0,410.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.522,3.13,2.651,
10340.0,20220.0,420.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.460,2.76,2.648,
10340.0,20220.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.761,4.57,2.666,
10340.0,20220.0,440.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.020,0.12,2.621,
10340.0,20240.0,120.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,7.755,46.53,3.085,1
10340.0,20240.0,130.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,8.422,50.53,3.100,1
10340.0,20240.0,140.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,7.942,47.65,3.097,1
10340.0,20240.0,150.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,7.652,45.91,3.079,1
10340.0,20240.0,160.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,6.901,41.40,3.034,1
10340.0,20240.0,170.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,6.940,41.64,3.036,1
10340.0,20240.0,180.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,6.051,36.31,2.983,1
10340.0,20240.0,190.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,5.853,35.12,2.971,1
10340.0,20240.0,200.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,5.260,31.56,2.936,1
10340.0,20240.0,210.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,4.891,29.35,2.913,1
10340.0,20240.0,220.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,4.325,25.95,2.880,1
10340.0,20240.0,230.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,3.595,21.57,2.836,1
10340.0,20240.0,240.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,3.573,21.44,2.834,1
10340.0,20240.0,250.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,3.396,20.38,2.824,1
10340.0,20240.0,260.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,2.497,14.98,2.770,1
10340.0,20240.0,270.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,1.898,11.39,2.734,1
10340.0,20240.0,280.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,2.844,17.07,2.791,1
10340.0,20240.0,290.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,1.786,10.72,2.727,1
10340.0,20240.0,300.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,1.615,9.69,2.717,1
10340.0,20240.0,310.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,1.734,10.40,2.724,1
10340.0,20240.0,320.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,1.388,8.33,2.703,1
10340.0,20240.0,330.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,1.583,9.50,2.715,1
10340.0,20240.0,340.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,0.844,5.06,2.671,
10340.0,20240.0,350.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,0.745,4.47,2.665,
10340.0,20240.0,360.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,0.420,2.52,2.645,
10340.0,20240.0,370.0,20.0,20.0,10.0,INTRUSIVE,FRESH,MEASURED,0.020,0.12,2.621,
10340.0,20240.0,380.0,20.0,20.0,10.0,INTRUSIVE,TRANSITION,MEASURED,0.054,0.32,2.623,
10340.0,20240.0,390.0,20.0,20.0,10.0,INTRUSIVE,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20240.0,400.0,20.0,20.0,10.0,VOLCANIC,TRANSITION,MEASURED,0.020,0.12,2.621,
10340.0,20240.0,410.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.605,3.63,2.656,
10340.0,20240.0,420.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.070,0.42,2.624,
10340.0,20240.0,430.0,20.0,20.0,10.0,VOLCANIC,OXIDE,MEASURED,0.111,0.67,2.627,
